Timestamp,Date,Client ID,Age,Income of Principal Buyer,Marital Status,No. of Family Members,Preferred Location,SOURCE OF LEAD,Source of Income,Employer,Preferred Pay Term,Age of Spouse,Income of Spouse,Recommended Model
09/23/2026 11:14:49,09/23/2026,Client 701,58,"PHP 135,000",Married,8,GEN TRI,Broker/Agent,OFW Land base,al futtaim group,Deferred Cash,61,"PHP 90,000",UNNA CORNER
10/19/2026 17:19:42,10/19/2026,Client 702,56,"PHP 208,500",Married,5,BALIWAG,Referral,OFW Sea Base,philippine airlines (int'l),20-80 Pagibig Financing,55,"PHP 220,000",UNNA CORNER
10/24/2026 08:42:20,10/24/2026,Client 703,55,"PHP 363,000",Married,7,BALIWAG,Facebook Ads,Self Employed/ Business Owner,family agricultural business,20-80 Pagibig Financing,59,"PHP 411,000",UNNA CORNER
12/04/2026 14:44:47,12/04/2026,Client 704,45,"PHP 243,000",Married,8,BALIWAG,Facebook Ads,OFW Land base,Pricewaterhousecoopers uae,20-80 Pagibig Financing,48,"PHP 252,000",UNNA CORNER
12/31/2026 17:38:33,12/31/2026,Client 705,36,"PHP 195,000",Married,6,BALIWAG,Referral,Locally Employed,st. Luke's medical Center,20-80 Pagibig Financing,33,"PHP 184,000",UNNA CORNER
01/22/2027 20:42:31,01/22/2027,Client 706,62,"PHP 187,500",Married,5,BALIWAG,Facebook Ads,Locally Employed,holcim philippines,20-80 Pagibig Financing,60,"PHP 202,500",UNNA CORNER
08/26/2027 17:03:02,08/26/2027,Client 707,41,"PHP 211,000",Married,8,BALIWAG,Facebook Ads,Locally Employed,Bdo unibank,10-90 Bank Financing,41,"PHP 141,000",UNNA CORNER
08/28/2027 20:28:28,08/28/2027,Client 708,42,"PHP 284,000",Single,,BALIWAG,Broker/Agent,OFW Sea Base,evergreen marine,20-80 Pagibig Financing,,,UNNA CORNER
11/03/2027 08:16:55,11/03/2027,Client 709,48,"PHP 370,500",Married,6,BALIWAG,Referral,OFW Land base,adnoc,20-80 Pagibig Financing,46,"PHP 181,000",UNNA CORNER
11/12/2027 14:24:33,11/12/2027,Client 710,59,"PHP 286,500",Married,7,BALIWAG,Broker/Agent,OFW Land base,pricewaterhousecoopers uae,20-80 Pagibig Financing,60,"PHP 299,000",UNNA CORNER
12/09/2027 15:01:44,12/09/2027,Client 711,54,"PHP 305,000",Single,,BALIWAG,Facebook Ads,Locally Employed,holcim Philippines,20-80 Pagibig Financing,,,UNNA CORNER
01/04/2028 11:03:13,01/04/2028,Client 712,50,"PHP 235,500",Single,N/a,GEN TRI,Broker/Agent,Locally Employed,meralco,20-80 Pagibig Financing,N/a,N/a,UNNA CORNER
02/21/2028 17:52:57,02/21/2028,Client 713,41,"PHP 324,000",Widow,N/a,BALIWAG,Other:,OFW Sea Base,Msc cruises,20-80 Pagibig Financing,N/a,N/a,UNNA CORNER
05/22/2028 17:35:52,05/22/2028,Client 714,65,"PHP 132,000",Married,8,GEN TRI,Other:,OFW Land base,Aramco,Deferred Cash,58,"PHP 76,000",UNNA CORNER
08/11/2028 13:37:58,08/11/2028,Client 715,43,"PHP 390,000",Married,4,BALIWAG,Facebook Ads,OFW Land base,Al futtaim group,10-90 Bank Financing,37,"PHP 248,000",UNNA CORNER
10/23/2028 15:33:43,10/23/2028,Client 716,56,"PHP 106,500",Married,4,GEN TRI,Facebook Ads,Self Employed/ Business Owner,own business operations,20-80 Pagibig Financing,54,"PHP 82,000",UNNA CORNER
11/20/2028 15:39:25,11/20/2028,Client 717,39,"PHP 319,000",Married,3,BALIWAG,Broker/Agent,OFW Land base,Kuwait oil company,10-90 Bank Financing,36,"PHP 232,000",UNNA CORNER
03/23/2024 10:39:07,03/23/2024,Client 718,48,"PHP 333,000",Married,3,BALIWAG,Other:,OFW Land base,Hyundai engineering korea,20-80 Pagibig Financing,48,"PHP 322,000",UNNA CORNER
06/15/2024 20:16:33,06/15/2024,Client 719,37,"PHP 285,000",Married,3,BALIWAG,Facebook Ads,Locally Employed,Sm investments corp,20-80 Pagibig Financing,34,"PHP 244,000",UNNA CORNER
06/18/2024 12:45:55,06/18/2024,Client 720,53,"PHP 133,000",Married,6,GEN TRI,Referral,Self Employed/ Business Owner,freelance Services,20-80 Pagibig Financing,55,"PHP 145,500",UNNA CORNER
10/28/2024 14:48:58,10/28/2024,Client 721,57,"PHP 313,000",Married,6,BALIWAG,Facebook Ads,OFW Sea Base,CARNIVAL cruise line,10-90 Bank Financing,60,"PHP 196,000",UNNA CORNER
01/18/2025 16:17:17,01/18/2025,Client 722,59,"PHP 96,000",Married,7,GEN TRI,Referral,OFW Land base,enoc,10-90 Bank Financing,53,"PHP 88,000",UNNA CORNER
02/22/2025 14:36:53,02/22/2025,Client 723,63,"PHP 208,000",Married,8,BALIWAG,Referral,Locally Employed,bureau OF internal REVENUE,Cash,67,"PHP 241,500",UNNA CORNER
06/13/2025 13:43:23,06/13/2025,Client 724,47,"PHP 259,000",Single,N/a,BALIWAG,Referral,Locally Employed,San miguel corporation,20-80 Pagibig Financing,N/a,N/a,UNNA CORNER
08/12/2025 18:25:11,08/12/2025,Client 725,59,"PHP 174,000",Married,8,BALIWAG,Facebook Ads,Self Employed/ Business Owner,online seller,Cash,63,"PHP 154,000",UNNA CORNER
08/16/2025 15:58:30,08/16/2025,Client 726,47,"PHP 179,000",Married,8,BALIWAG,Facebook Ads,OFW Land base,kaiser permanente,20-80 Pagibig Financing,40,"PHP 140,000",UNNA CORNER
08/30/2025 18:03:43,08/30/2025,Client 727,35,"PHP 335,000",Married,6,BALIWAG,Facebook Ads,OFW Land base,hyundai engineering korea,Deferred Cash,35,"PHP 422,000",UNNA CORNER
09/16/2025 17:14:04,09/16/2025,Client 728,33,"PHP 208,000",Married,8,BALIWAG,Referral,Locally Employed,the medical city,20-80 Pagibig Financing,37,"PHP 112,500",UNNA CORNER
10/22/2025 10:40:45,10/22/2025,Client 729,35,"PHP 178,500",Single,,GEN TRI,Facebook Ads,OFW Land base,kuwait oil company,10-90 Bank Financing,,,UNNA CORNER
10/22/2025 16:37:49,10/22/2025,Client 730,46,"PHP 297,000",Married,5,BALIWAG,Facebook Ads,OFW Land base,aramco,20-80 Pagibig Financing,40,"PHP 199,500",UNNA CORNER
12/27/2025 16:37:11,12/27/2025,Client 731,53,"PHP 235,000",Married,4,BALIWAG,Referral,OFW Land base,Emaar properties,20-80 Pagibig Financing,44,"PHP 196,500",UNNA CORNER
02/26/2026 19:46:53,02/26/2026,Client 732,37,"PHP 167,000",Married,7,BALIWAG,Referral,OFW Land base,KUWAIT OIL COMPANY,20-80 Pagibig Financing,35,"PHP 108,000",UNNA CORNER
06/10/2026 20:11:12,06/10/2026,Client 733,42,"PHP 369,000",Married,6,BALIWAG,Facebook Ads,OFW Land base,Emaar properties,20-80 Pagibig Financing,45,"PHP 310,000",UNNA CORNER
06/12/2026 18:36:32,06/12/2026,Client 734,63,"PHP 385,000",Single,,BALIWAG,Facebook Ads,OFW Land base,kaiser permanente,10-90 Bank Financing,,,UNNA CORNER
06/15/2026 17:28:30,06/15/2026,Client 735,36,"PHP 200,000",Married,8,BALIWAG,Facebook Ads,Locally Employed,Cebu pacific,10-90 Bank Financing,33,"PHP 196,500",UNNA CORNER
07/25/2026 14:19:02,07/25/2026,Client 736,42,"PHP 360,000",Married,7,BALIWAG,Facebook Ads,OFW Land base,qatar PETROLEUM,20-80 Pagibig Financing,46,"PHP 339,000",UNNA CORNER
08/22/2026 14:44:21,08/22/2026,Client 737,40,"PHP 283,000",Single,,BALIWAG,Facebook Ads,OFW Land base,emaar properties,Deferred Cash,,,UNNA CORNER
08/27/2026 09:49:47,08/27/2026,Client 738,48,"PHP 176,000",Married,9,BALIWAG,Facebook Ads,Locally Employed,holcim philippines,20-80 Pagibig Financing,46,"PHP 220,000",UNNA CORNER
09/13/2026 17:28:17,09/13/2026,Client 739,41,"PHP 183,000",Single,,GEN TRI,Facebook Ads,OFW Sea Base,maersk line,20-80 Pagibig Financing,,,UNNA CORNER
09/23/2026 11:14:49,09/23/2026,Client 740,58,"PHP 128,000",Married,10,GEN TRI,Broker/Agent,OFW Land base,al futtaim group,Deferred Cash,61,"PHP 88,000",UNNA CORNER
10/19/2026 17:19:42,10/19/2026,Client 741,55,"PHP 198,000",Married,5,BALIWAG,Referral,OFW Sea Base,philippine airlines (int'l),20-80 Pagibig Financing,57,"PHP 229,500",UNNA CORNER
10/24/2026 08:42:20,10/24/2026,Client 742,55,"PHP 370,000",Married,7,BALIWAG,Facebook Ads,Self Employed/ Business Owner,family agricultural business,20-80 Pagibig Financing,58,"PHP 437,000",UNNA CORNER
12/04/2026 14:44:47,12/04/2026,Client 743,48,"PHP 226,500",Married,7,BALIWAG,Facebook Ads,OFW Land base,Pricewaterhousecoopers uae,20-80 Pagibig Financing,49,"PHP 254,000",UNNA CORNER
12/31/2026 17:38:33,12/31/2026,Client 744,35,"PHP 202,500",Married,6,BALIWAG,Referral,Locally Employed,st. Luke's medical Center,20-80 Pagibig Financing,33,"PHP 191,000",UNNA CORNER
01/22/2027 20:42:31,01/22/2027,Client 745,64,"PHP 186,000",Married,6,BALIWAG,Facebook Ads,Locally Employed,holcim philippines,20-80 Pagibig Financing,60,"PHP 203,000",UNNA CORNER
08/26/2027 17:03:02,08/26/2027,Client 746,41,"PHP 205,000",Married,7,BALIWAG,Facebook Ads,Locally Employed,Bdo unibank,10-90 Bank Financing,43,"PHP 142,000",UNNA CORNER
08/28/2027 20:28:28,08/28/2027,Client 747,41,"PHP 268,000",Single,,BALIWAG,Broker/Agent,OFW Sea Base,evergreen marine,20-80 Pagibig Financing,,,UNNA CORNER
11/03/2027 08:16:55,11/03/2027,Client 748,48,"PHP 357,000",Married,6,BALIWAG,Referral,OFW Land base,adnoc,20-80 Pagibig Financing,46,"PHP 181,000",UNNA CORNER
11/12/2027 14:24:33,11/12/2027,Client 749,59,"PHP 301,500",Married,7,BALIWAG,Broker/Agent,OFW Land base,pricewaterhousecoopers uae,20-80 Pagibig Financing,59,"PHP 298,000",UNNA CORNER
12/09/2027 15:01:44,12/09/2027,Client 750,51,"PHP 292,500",Single,,BALIWAG,Facebook Ads,Locally Employed,holcim Philippines,20-80 Pagibig Financing,,,UNNA CORNER
01/04/2028 11:03:13,01/04/2028,Client 751,53,"PHP 253,500",Single,N/a,GEN TRI,Broker/Agent,Locally Employed,meralco,20-80 Pagibig Financing,N/a,N/a,UNNA CORNER
02/21/2028 17:52:57,02/21/2028,Client 752,41,"PHP 324,000",Widow,N/a,BALIWAG,Other:,OFW Sea Base,Msc cruises,20-80 Pagibig Financing,N/a,N/a,UNNA CORNER
05/22/2028 17:35:52,05/22/2028,Client 753,65,"PHP 130,000",Married,6,GEN TRI,Other:,OFW Land base,Aramco,Deferred Cash,60,"PHP 73,000",UNNA CORNER
08/11/2028 13:37:58,08/11/2028,Client 754,43,"PHP 391,000",Married,4,BALIWAG,Facebook Ads,OFW Land base,Al futtaim group,10-90 Bank Financing,38,"PHP 247,500",UNNA CORNER
10/23/2028 15:33:43,10/23/2028,Client 755,58,"PHP 101,000",Married,5,GEN TRI,Facebook Ads,Self Employed/ Business Owner,own business operations,20-80 Pagibig Financing,53,"PHP 80,000",UNNA CORNER
11/20/2028 15:39:25,11/20/2028,Client 756,40,"PHP 323,000",Married,3,BALIWAG,Broker/Agent,OFW Land base,Kuwait oil company,10-90 Bank Financing,35,"PHP 226,500",UNNA CORNER
